LPS|GNFR|E-PRTR/PRTR Facility ID|Height class|Longitude (deg)|Latitude (deg)|NOx (as NO2) (kt)|NMVOC (kt)|SOx (as SO2) (kt)|NH3 (kt)|PM2.5 (kt)|PM10 (kt)|CO (kt)|Pb (t)|Cd (t)|Hg (t)|PCDD/ PCDF (dioxins/ furans)(g I-Teq)|PAHs (t)|HCB (kg)|PCBs (kg)
H.E.S. Hennigsdorfer Elektrostahlwerke GmbH|B_Industry|12-10651670000|5|13,2114270015474|52,6532678390862|0,127|||||||||||||
HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbH|A_PublicPower|06-09-187-4048-0001|5|12,1183302528359|47,7959786168325|0,187|||||||||||||
HEMO Geflügelproduktion GmbH|K_AgriLivestock|03-88-45601212971|1|6,88394250273406|52,635165635278||||0,0338||||||||||
HGS - Hirschfelder Geflügel & Spezial GmbH|K_AgriLivestock|14-65-59703890000|1|13,3427227137528|51,0296412781991||||0,0239||||||||||
HIM GmbH|J_Waste|06-00001590433|3|8,49490776409237|49,7790920056327|0,104|||||||||||||
HKW EBS Stavenhagen|J_Waste|13-50-1165|2|12,909319066075|53,706561629073|0,152|||||||||||||
HSE Klärwerksverbund Köhlbrandhöft/Dradenau|J_Waste|06-02-B98202A006|1|9,93993806670871|53,5358672916086||||||||||||||
HaGe Produktions GmbH|B_Industry|01-20-58135291636|1|9,67778824495458|54,2946926519839||||||0,275||||||||
Hackmann Landwehr GbR Hackmann, Heinz|K_AgriLivestock|03-85-45300975480|1|7,9945731963408|52,7736381900998||||0,016||||||||||
Hagedorn-Voß GmbH|K_AgriLivestock|06-05-566-9965667|1|7,50709956938028|52,1087764689359||||0,015||||||||||
Hagemann Dienste GmbH Hagemann Dienste GmbH|K_AgriLivestock|12-10701980000|1|12,1102908395934|53,1236635564908||||0,0218||||||||||
Hamburger Rieger GmbH Geschäftsfeld Kraftwerk|J_Waste|12-40716870000|2|14,3649474517535|51,5285368964701|0,383|||||||||||||
Hans Ludwig Gievers|K_AgriLivestock|06-05-762-9039905|1|9,18944307535617|51,5998597796506||||0,0103||||||||||
Hartgering Wielfried|K_AgriLivestock|03-88-45601502290|1|7,13032969281253|52,4889399507145||||0,0107||||||||||
Hartwig, Robert|K_AgriLivestock|06-05-570-0819275|1|8,09948039282999|51,7772017658157||||0,0104||||||||||
Harz-Metall GmbH|J_Waste|03-01-01010001150|3|10,4854851445401|51,9034012974424||||||||||0,011300000000000001||||
Hauke Brünjes|K_AgriLivestock|03-65-25101013850|1|9,00599823576335|52,8432713000593||||0,0146||||||||||
Hauptklärwerk Mühlhausen|J_Waste|06-08-1115100000001|1|9,24070469990266|48,8458786226315||||||||||||||
Hederslebener Zucht- u. Mastbetrieb GmbH & Co.KG|K_AgriLivestock|13479|1|11,2617666153727|51,8544558029051||||0,0127||||||||||
Hego Düngemittelwerk GmbH|J_Waste|07-04-6314477|2|8,40744095011069|49,7826442962863||||0,014||||||||||
Heide Ferkelerzeugung GmbH|K_AgriLivestock|03-85-45300575240|1|8,21992307988389|52,8633093354112||||0,0139||||||||||
Heidelberg Cement AG Zementwerk Paderborn|B_Industry|06-05-700-0038968|2|8,7470409073864|51,6989884732242|0,161|||0,0251||||||0,0125||||
Heidelberg Manufacturing Deutschland GmbH|B_Industry|06-08-7205856|2|9,87646705701874|48,5674422115993||||||||||||||
HeidelbergCement AG|B_Industry|06-08-4664299|2|9,73467840026584|48,3686031198474|0,707||0,311|0,0934|||1,85|||0,022||||
HeidelbergCement AG Zementwerk Ennigerloh|B_Industry|06-05-500-0055819|2|8,03057186237717|51,8582609559349|0,296||0,319|0,183|||0,918|||0,0176||||
HeidelbergCement AG Zementwerk Geseke (Milke)|B_Industry|06-05-900-0009824|2|8,51065892985361|51,6188372960444|0,764|||0,0459||||||0,0219||||
HeidelbergCement AG Zementwerk Leimen|B_Industry|06-08-3192067|2|8,68583239823334|49,3576793882337|0,262||0,338|0,0295||||||0,019||||
HeidelbergCement AG Zementwerk Lengfurt|B_Industry|06-09-677-0011-0001|2|9,61789127922272|49,8084610007378|0,375||0,306|0,0161|||0,673|||0,0206||||
HeidelbergCement AG Zementwerke Hannover|B_Industry|03-06-06291730660|2|9,86504160545954|52,3753847189091|0,48||0,644|0,0163|||0,945|||0,0205||||
HeidelbergCement AG, Zementwerk Burglengenfeld|B_Industry|06-09-376-0042-0003|3|12,0282569506749|49,2128324441963|0,271|||0,0122|||0,577|||0,016300000000000002||||
Heiming GmbH & Co.KG|K_AgriLivestock|06-05-562-0915718|1|7,00701632554761|51,7732957385802||||0,0129||||||||||
Heinrich Gabriel|K_AgriLivestock|06-05-762-0178905|1|9,23065540143202|51,6437367703919||||0,0108||||||||||
Heinrich Henke|K_AgriLivestock|03-65-25101099700|1|9,00320699012778|52,8434422119656||||0,0103||||||||||
Heinrich Meier Eisengießerei GmbH & Co KG|B_Industry|06-05-700-0049867|2|8,62505576695882|52,4347207951826||||||||||||||
Heizkraftwerk Altenstadt GmbH & Co. KG|J_Waste|06-09-100-2077-0001|2|10,8591408198579|47,797517040086||||||||||||||
Heizkraftwerk Cottbus|A_PublicPower|12-40520430000|5|14,3696347043958|51,7597459809543|0,174|||||||||||||
Heizkraftwerk Energieversorgung Schwerin-Süd|A_PublicPower|13-40-1300408|5|11,3965326250542|53,5777770635676||||||||||||||
Heizkraftwerk Erlangen|A_PublicPower|06-09-500-0112-0001|5|11,0020992778802|49,5925191639758|0,194|||||||||||||
Heizkraftwerk Halle-Trotha|A_PublicPower|12303|5|11,9433051649289|51,5236268694191||||||||||||||
Heizkraftwerk Jena Süd|A_PublicPower|16-72-73595430000|5|11,585284735157|50,8975595066181|0,169|||||||||||||
Heizkraftwerk Nord II|A_PublicPower|14-60-48821410003|5|12,9230356184202|50,8566200635659|0,787||0,923||||0,639|||0,046299999999999994||||
Heizkraftwerk Pforzheim GmbH|A_PublicPower|06-08-3042693|5|8,72545876188634|48,8970072911103|0,137|||||||||||||
Heizkraftwerk Rosenheim|A_PublicPower|06-09-100-0020-0001|5|12,1339634539986|47,8562197680857|0,117|||||||||||||
Heizkraftwerk Sandreuth|A_PublicPower|06-09-500-0354-0002|5|11,0607757791573|49,4387506543218|0,264|||||||||||||
Heizkraftwerk Stuttgart-Gaisburg|A_PublicPower|06-08-1371304|5|9,23124125347807|48,7827556478265||||||||||||||
Heizkraftwerk Stuttgart-Münster (mit MVA)|J_Waste|06-08-1195689|2|9,21982189528931|48,8143357536208|0,323|||||||||0,012199999999999999||||
Heizkraftwerk an der Friedensbrücke|A_PublicPower|06-09-600-0025-0001|5|9,92324538763196|49,79992762517||||||||||||||
Helmingsmeier, Friedrich|K_AgriLivestock|06-05-766-9983995|1|8,97986073261132|52,1482464100891||||0,013||||||||||
Hemann, Stefan|K_AgriLivestock|03-91-45902657010|1|7,81438766983899|52,5030238435121||||0,0147||||||||||
Henkel AG & Co. KGaA|A_PublicPower|06-05-100-0036701|5|6,83938548793689|51,1755500933699|0,281|||||||||||||
Heraeus Quarzglas BitterfeldGmbH & Co. KG|B_Industry|13582|1|12,3025309128421|51,6391395501193|0,784|||||||||||||
Herforder Abwasser GmbH (Herford, ZKA)|J_Waste|06-05-700-9962853|1|8,66904542074224|52,132580422977||||||||||||||
Heukamp GbR|K_AgriLivestock|15819|1|11,5619237791278|51,8159496341276||||0,0139||||||||||
Heyne & Penke Verpackungen GmbH|E_Solvents|03-05-05050581570|1|9,69054284942111|51,7932067473998||0,122||||||||||||
Hoenig, Andreas|K_AgriLivestock|06-05-570-9960101|1|7,90439794340911|51,8438549957534||||0,0114||||||||||
Hof Steimke KG Hof Steimke KG|K_AgriLivestock|16449|1|10,971447597868|52,5954552399562||||0,0142||||||||||
Holborn Europa Raffinerie GmbH|B_Industry|06-02-B20507H002|4|9,95158189424644|53,4770858624131|0,195||0,449|||||||||||
Holcim (Deutschland) GmbH|B_Industry|01-10-61061239733|2|9,58326859599145|53,8741649175332|0,887|||0,0269|||1,07|||0,0629||||
Holcim (Deutschland) GmbH Bernd-Henning Reupke|B_Industry|03-06-06221720040|2|9,88593387119077|52,3498313041002|0,498||0,621|0,0704|||1,19|||0,012||||
Holcim (Süddeutschland) GmbH|B_Industry|06-08-7897669|2|8,77909610771393|48,2270412122471|0,259|||0,0301|||1,64|||||||
Holcim WestZement GmbH Werk: Kollenbach|B_Industry|06-05-500-0053376|2|8,05402878770056|51,7651737270294|0,479||0,233|0,0676|||0,818|||0,019899999999999998||0,07690000000000001||
Holle, Ulrich|K_AgriLivestock|06-05-558-0241905|1|7,45189178253379|51,9165045142031||||0,0119||||||||||
Homanit GmbH & Co KG|B_Industry|06-10-0037523|2|6,80439680071694|49,500391232581|0,179|||||||||||||
Horst-Friedrich Hölling|K_AgriLivestock|03-66-25200800530|1|9,61460390208743|52,0900311639786||||0,016||||||||||
Huhtamaki Flexible Packaging Germany|E_Solvents|06-09-777-0009-0001|1|10,4150726926699|47,8989304646977||0,941||||||||||||
Hydro Aluminium Rolled Products GmbH Rheinwerk|B_Industry|06-05-100-0082185|2|6,78183343700165|51,1488765499749|0,131||1,81|||0,0667||||||||
Hähnchenmastanlage Bassin|K_AgriLivestock|13-60-14007|1|12,937616699958|54,0944516530946||||0,0413||||||||||
Hähnchenmastanlage Biesenthal|K_AgriLivestock|12-20601730000|1|13,6444863684916|52,7363144261207||||0,0224||||||||||
Hähnchenmastanlage Brachstedt|K_AgriLivestock|16637|1|11,9975905303926|51,5696878743003||||0,026||||||||||
Hähnchenmastanlage Hestern BWE-Brüterei Weser-Ems GmbH & Co.KG|K_AgriLivestock|03-90-45800529920|1|8,51755812407014|52,9903057848093||||0,0105||||||||||
Hähnchenmastanlage Klein Daberkow|K_AgriLivestock|13-50-1324|1|13,6526404970853|53,5434138626946||||0,0194||||||||||
Hähnchenmastanlage Möckern|K_AgriLivestock|12983|1|11,9813869475787|52,161666749821||||0,038||||||||||
Hähnchenmastanlage Oppin|K_AgriLivestock|16636|1|12,0000031813774|51,5480305419832||||0,0418||||||||||
Hähnchenmastanlage Tramm|K_AgriLivestock|13-40-4283|1|11,6577685832107|53,5135770223518||||0,0216||||||||||
Hähnchenmastanlage Wahlitz|K_AgriLivestock|12977|1|11,798914717838|52,1072072200016||||0,013||||||||||
Hähnchenmastanlage Waldeck|K_AgriLivestock|16-84-73676780000|1|11,8058198508323|50,9153917566724||||0,0389||||||||||
Hähnchenmastanlage Zernsdorf|K_AgriLivestock|12-50612480000|1|13,6729397120024|52,3054562077244||||0,0492||||||||||
Höner, Markus|K_AgriLivestock|06-05-570-0285738|1|8,09571053227295|51,7961090288208||||0,0107||||||||||
Hühnerhof Hennes Nienburg GmbH|K_AgriLivestock|03-70-25601612290|1|9,24767477690642|52,6019316422387||||0,0364||||||||||
Hühnerhof van der Jagt|K_AgriLivestock|12-30679200000|1|14,2920152635741|52,1754425893135||||0,0103||||||||||
Hüttemann, Hugo|K_AgriLivestock|06-05-570-9952682|1|7,85319970035627|52,0747440292592||||0,011||||||||||
Hüttenwerke Krupp Mannesmann GmbH|B_Industry|06-05-100-0077961|5|6,71226733209517|51,3682311677028|2,86||5,56|||0,83|195,0|2,99|0,045399999999999996||0,8|||
Hüttenwerke Krupp Mannesmann GmbH|A_PublicPower|06-05-100-0220947|5|6,71911732581523|51,3709009446571|0,622||1,05|||||||||||
IAG Ihlenberger Abfallentsorgungsgesellschaft mbH|J_Waste|13-40-1358039|1|10,8744138043314|53,8687237022789||||||||||||||
ICL Fertilizers Deutschland GmbH|B_Industry|07-05-8434033|1|8,43971277289238|49,4539489604019||||||||||||||
IHKW Industrieheizkraftwerk Andernach GmbH    c/o ThyssenKrupp Rasselstein GmbH|J_Waste|07-01-687494|3|7,40816324758142|50,4320179048255|0,122|||||||||||||
IKW Rüdersdorf GmbH|J_Waste|12-30642653000|2|13,8307896044107|52,4906540453051|0,135|||||||||||||
IMERYS Minerals GmbH Werk Rheinberg|B_Industry|06-05-100-0008502|1|6,58101891986619|51,5660513105582|||||||1,11|||||||
INEOS Manufacturing Deutschland GmbH|B_Industry|06-05-300-0928938|1|6,846742503362|51,0676360238077|1,53|0,221|0,431|0,0182||||||||||
INEOS Solvents Germany GmbH - Werk Herne -|B_Industry|06-05-900-0163177|1|7,21431542835044|51,534181708452||||||||||||||
INNOVATHERM -Ges.zur innovativen Nu tzung v.Brennstoffen|J_Waste|06-05-900-9000377|3|7,46506019202168|51,6111982803914||||||||||||||
INOVYN Deutschland GmbH|B_Industry|06-05-100-0004303|1|6,5785299620937|51,5615661828344||||0,0409||||||||||
Ilsenburger Grobblech GmbH|B_Industry|13774|5|10,697140809706|51,8726185241675|0,215|||||||||||||
Industrieheizkraftwerk Walsrode|A_PublicPower|03-02-02020049510|5|9,6598929517187|52,9065056683918|0,358|||||||||||||
Industriekraftwerk Plattling Kraftwerk Plattling GmbH|A_PublicPower|06-09-271-0260-0001|5|12,8682036353929|48,8008294010514||||||||||||||
Ineke Tölner|K_AgriLivestock|03-72-45351030810|1|10,3633293539016|52,6459145133111||||0,0112||||||||||
Infineon Technologies Dresden GmbH & Co. KG|E_Solvents|14-70-52757426232|1|13,7770049850857|51,1038430211377||0,105||||||||||||
InfraLeuna GmbH WT 1|A_PublicPower|13770|5|12,0056724340397|51,3197377479834|0,215|||||||||||||
InfraServ (Kalle-Albert)|A_PublicPower|06-50940010414|5|8,24775920116088|50,0354296893593|0,161|||||||||||||
InfraServ GmbH & Co. Gendorf KG|A_PublicPower|06-09-171-0002--C01|5|12,7312169469464|48,1771406687798|0,103|||||||||||||
InfraServ GmbH & Co. Höchst KG|A_PublicPower|06-00453010412|5|8,53683083730256|50,0884160346367|0,72|||||||||||||
Innogy SE, Holzheizkraftwerk Neukölln|A_PublicPower|06-11-01-1750001|5|13,5164559829931|52,4236531744216|0,226|||||||||||||
Inovan GmbH & Co. KG|B_Industry|06-08-4603311|1|8,64784354397484|48,8769156445156||||||||||||||
Janssen, Egon - Schweinemastbetrieb|K_AgriLivestock|03-48-40500000560|1|8,00675861341799|53,6097211774743||||0,0107||||||||||
Janßen Schweinemast KG|K_AgriLivestock|06-05-154-9020534|1|6,29732483852746|51,4263142244976||||0,0119||||||||||
Jeiler, Markus|K_AgriLivestock|06-05-558-0166108|1|7,41391074535805|51,8521288989881||||0,0131||||||||||
Joachim Wicke|K_AgriLivestock|03-65-25102630300|1|9,02365409392366|52,8754340435022||||0,0104||||||||||
Johann Wüllmers|K_AgriLivestock|03-65-25103900430|1|8,93516533217973|52,8514253546241||||0,0104||||||||||
Julius Schulte Trebsen GmbH & Co. KG|B_Industry|14-80-56050130000|2|12,7676550865604|51,2825218689478||0,133||||||||||||
Junghennenanlage Dishley -|K_AgriLivestock|13-50-7000031|1|13,4755530709234|53,7257050670151||||0,0123||||||||||
Junghennenaufzuchtanlage Möckern (Stegelitz)|K_AgriLivestock|12976|1|11,9495162562008|52,1790529000517||||0,0132||||||||||
K+S KALI GmbH, Werk  Zielitz|D_Fugitive|18042|1|11,6792316420522|52,2985206513434|0,224|||||||||||||
K+S KALI GmbH, Werk Werra, Standort Unterbreizbach|D_Fugitive|16-62-09401231000|1|9,97729204311675|50,8121882642952|0,166|||||||||||||
KAVG|J_Waste|06-05-700-0632081|1|8,78334528873576|52,3835660503183||||||||||||||
KG Rießel Ei GmbH & Co KG|K_AgriLivestock|03-92-46000092898|1|8,27901369776915|52,795161928628||||0,0361||||||||||
KKA GmbH Deponie Geldern-Pont|J_Waste|06-05-100-0229158|1|6,29781351730767|51,4750551684674||||||||||||||
KNG Kraftwerks- und Netzgesellschaft mbH Kraftwerk Rostock|A_PublicPower|13-30-1010101|3|12,1329421897268|54,1428127980717|1,39||0,6|||||||0,018600000000000002||||
KRONOS TITAN GmbH Werk Nordenham|B_Industry|03-09-09261732970|1|8,54674104451136|53,5306843650464||||||||||||||
KRONOSPAN GmbH|B_Industry|06-05-700-0086227|2|8,97679576388299|51,8302979895043|0,518|0,27||||||||||||
KRONOSPAN GmbH Lampertswalde|B_Industry|14-70-63947593030|2|13,6630826215257|51,3058579794375|0,284|0,75||||0,0885||||||||
Kai Thomsen - Mastschweinehaltung|K_AgriLivestock|01-10-51006506691|1|9,03645930998687|54,0155555755777||||0,0165||||||||||
Kalkwerk Saal|B_Industry|06-09-273-0333-0001|2|11,9340249874359|48,8905914148589|||||||4,24|||||||
Kalkwerke H. Oetelshofen GmbH & Co. KG|B_Industry|06-05-100-0848198|2|7,04190223059344|51,2481487964896|0,144|||||||||||||
Kamphus, Reinhard|K_AgriLivestock|06-05-566-0472923|1|7,58825501702775|52,3490523697015||||0,0105||||||||||
Karl-Heinz Lönnecker Karl-Heinz Lönnecker|K_AgriLivestock|03-66-25200304990|1|9,33959137118133|51,963607434864||||0,0136||||||||||
Kartzfehn Märkische Puten GmbH|K_AgriLivestock|12-10680750000|1|12,7380377028421|53,0673182467972||||0,0768||||||||||
Kelheim Fibres GmbH|B_Industry|06-09-273-0317-0001|1|11,9032821966473|48,906098799561||||||||||||||
Kemphauser Schweinemast GmbH|K_AgriLivestock|03-92-46000206440|1|8,25711876276325|52,5189573029301||||0,0237||||||||||
Kemptener Eisengießerei Adam Hönig AG|B_Industry|06-09-763-0016-0001|2|10,2901996250411|47,7097130741537||0,164||||||||||||
Kiekebusch, Michael|K_AgriLivestock|06-05-558-0143580|1|7,39050086445574|51,6798900445882||||0,0104||||||||||
Klaus Middendorf Eier und Geflügel GmbH & Co. KG|K_AgriLivestock|12-10701180000|1|11,7800821496085|53,1211188837377||||0,0263||||||||||
Klaus Naber|K_AgriLivestock|03-65-25100599320|1|8,46586200039375|52,7060980599646||||0,0104||||||||||
Klaus Stefan Porc GmbH Klaus Stefan|K_AgriLivestock|03-85-45300306770|1|8,00015056212793|52,8045304196539||||0,0157||||||||||
Klingele Papierwerke GmbH & Co. KG Papierfabrik Weener|J_Waste|03-04-04000025140|2|7,35639144875472|53,1806501616294|0,144|||||||||||||
Klixer Edelfleisch GmbH|K_AgriLivestock|14-74-45996040000|1|14,5002649575649|51,2583712488802||||0,106||||||||||
Kluczka GmbH|K_AgriLivestock|14129|1|11,4701447241814|51,9592771015587||||0,0386||||||||||
Kläranlage (Minden-Leteln)|J_Waste|06-05-700-0228904|1|8,93672964694917|52,3251930785993||||||||||||||
Kläranlage Aachen Soers des WVER|J_Waste|06-05-300-0119234|1|6,0993905805368|50,8068420077607||||||||||||||
Kläranlage Gümmerwald - Stadtentwässerung Hannover -|J_Waste|03-06-06060306680|1|9,50966387280019|52,4151483073404||||||||||||||
Kläranlage Münster-Hauptkläranlage|J_Waste|06-05-500-0215875|1|7,65044648490449|52,0075162569852||||||||||||||
Klärwerk Augsburg Jürgen Demeter|J_Waste|06-09-761-0088-0001|1|10,8862956109898|48,4102476604452||||||||||||||
Klärwerk Herrenhausen|J_Waste|03-06-06060553500|1|9,66164918303969|52,396423512344||||||||||||||
Klärwerk Karlsruhe|J_Waste|06-08-6700357|2|8,35938666883023|49,0446951469525||||||||||||||
Klärwerk München I Gut Großlappen|J_Waste|06-09-162-2051-0001|1|11,629333131478|48,2088204800292||||||||||||||
Klärwerk München II - Gut Marienhof|J_Waste|06-09-178-0711-0001|1|11,6841259840212|48,2919897482443||||||||||||||
Klärwerk Nürnberg 1|J_Waste|06-09-564-0462-0001|1|11,020415803918|49,4653529055759||||||||||||||
Knapsack Power GmbH & Co. KG|A_PublicPower|06-05-300-9046030|5|6,84066029851978|50,8591537380836||||||||||||||
Knauf Insulation GmbH|B_Industry|14-60-65735300000|2|12,6210895602098|50,7913827038109|||0,394|0,115||||||||||
Knauf Insulation GmbH|B_Industry|18085|2|11,7005812767877|51,8015223220938||||0,083||||||||||
Knipper Michael|K_AgriLivestock|03-92-46000135600|1|8,06254733462491|52,7443655603889||||0,0163||||||||||
Kohl Franz-Josef und Daniela GbR|K_AgriLivestock|06-09-273-0352-0001|1|11,7601252400802|48,9106062987507||||0,0167||||||||||
Konrad Hornschuch AG|E_Solvents|06-08-2044048|1|9,58790183245759|49,2972971474298||0,112||||||||||||
Kraftwerk Boxberg|A_PublicPower|14-70-46630660001|5|14,5743200176594|51,4188479814983|13,4||10,9|||0,35|5,78|0,416|0,012|0,506||||
Kraftwerk Dessau GmbH|A_PublicPower|12110|5|12,2305655634922|51,8276484934039|0,278||0,713|||||||||||
Kraftwerk Fenne|A_PublicPower|06-10-00101000|3|6,87899863647934|49,2491320648219|0,712||0,482|||||||||||
Kraftwerk Mehrum GmbH|A_PublicPower|03-01-01010098080|5|10,0914151919895|52,315043588157|1,67||1,55|||||||0,028300000000000002||||
Kraftwerk Obernburg GmbH|A_PublicPower|06-09-676-2101-0002|5|9,14808048104597|49,8293962997416|0,184|||||||||||||
Kraftwerke Mainz-Wiesbaden AG|A_PublicPower|07-04-6021280|5|8,23749119589684|50,0268991916394|0,232|||||||||||||
Kreis Siegen-Wittgenstein Deponie Fludersbach|J_Waste|06-05-900-0139409|1|8,04303857166905|50,8647500340552||||||||||||||
Kreis Weseler Abfallgesellschaft mbH & Co. KG Abfallentsorgungszentrum Asdonkshof|J_Waste|06-05-100-0501870|2|6,57641307376497|51,5188843593104|0,159|||||||||||||
Kreiswerke Delitzsch GmbH|J_Waste|14-80-55221600000|1|12,3009440369517|51,5061745295358||||||||||||||
Kroger Gefra-Ei GmbH & Co KG|K_AgriLivestock|03-92-46000065738|1|8,26664076579125|52,6373825172132||||0,022||||||||||
Kronos Titan GmbH|B_Industry|06-05-300-1114955|1|6,98687640252821|51,0131869022795|||0,408|||||||||||
Krüger KG|K_AgriLivestock|03-76-33550121542|1|10,7670651961389|53,2267110295608||||0,0203||||||||||
Kämmerer Energie GmbH|A_PublicPower|03-10-10100029340|5|8,02345533321302|52,2962962837302||||||||||||||
Köcher & Meuser KG|K_AgriLivestock|14143|1|11,1305587545053|52,1357265750639||||0,0419||||||||||
Köcher KG|K_AgriLivestock|10475|1|11,310288483767|52,4194674571373||||0,0291||||||||||
Kötting GbR Inh. Klemens Kötting|K_AgriLivestock|06-05-554-0249725|1|6,90232599631909|52,0161070878682||||0,0106||||||||||
L + N Recycling GmbH|J_Waste|06-09-774-0077-0001|3|10,2541705747276|48,4302838336103||||||||||||||
LANXESS Deutschland GmbH CHEMPARK Krefeld-Uerdingen|B_Industry|06-05-100-9021122|1|6,66238453153661|51,3681904153109|0,101|||||||||||||
LEAG Lausitz Energie Kraftwerke AG  Kraftwerk Lippendorf|A_PublicPower|14-80-00009560000|5|12,3716433864114|51,1841395368113|8,08||11,4|||0,0583|||0,013|0,503||||
LEAG, Kraftwerk Jänschwalde|A_PublicPower|12-40710010000|3|14,4579893421063|51,8336010742182|18,8||14,5|||0,559|10,1|1,72||0,904|0,13999999999999999|||
LEAG, Kraftwerk Schwarze Pumpe|A_PublicPower|12-40716440000|3|14,3535757297201|51,5354973928124|6,29||7,45|||0,135|0,815|0,487|0,0577|0,295||||
LEIPA Georg Leinfelder Werk Schwedt Nord|B_Industry|12-20730810000|2|14,3188386845825|53,0867621524363|0,171|||||||||||||
LEIPA Georg Leinfelder Werk Schwedt Süd|B_Industry|12-20730660000|2|14,3197657762307|53,0790994282391|0,284|||||||||||||
